iter	Passed	Remaining
144	3374	19897
145	3392	19844
146	3413	19807
147	3436	19784
148	3455	19737
149	3480	19720
150	3500	19681
151	3520	19638
152	3539	19595
153	3560	19561
154	3589	19570
155	3617	19572
156	3638	19535
157	3684	19634
158	3706	19603
159	3731	19591
160	3753	19560
161	3779	19552
162	3798	19504
163	3825	19499
164	3847	19468
165	3868	19435
166	3889	19399
167	3913	19383
168	3941	19379
169	3962	19345
170	3993	19360
171	4016	19333
172	4037	19301
173	4062	19284
174	4081	19242
175	4103	19211
176	4123	19174
177	4145	19145
178	4164	19102
179	4182	19053
180	4202	19013
181	4219	18965
182	4244	18948
183	4260	18894
184	4285	18878
185	4315	18885
186	4334	18843
187	4351	18793
188	4370	18751
189	4392	18726
190	4412	18690
191	4433	18657
192	4455	18628
193	4478	18606
194	4495	18557
195	4512	18510
196	4531	18472
197	4548	18422
198	4571	18399
199	4593	18372
200	4682	18612
201	4702	18578
202	4736	18594
203	4758	18568
204	4777	18526
205	4813	18554
206	4830	18504
207	4862	18516
208	4879	18466
209	4902	18441
210	4918	18390
211	4941	18366
212	4957	18317
213	4986	18314
214	5003	18268
215	5021	18226
216	5037	18178
217	5064	18165
218	5087	18143
219	5104	18097
220	5127	18075
221	5157	18075
222	5184	18066
223	5201	18019
224	5219	17978
225	5234	17927
226	5249	17875
227	5266	17832
228	5279	17774
229	5294	17726
230	5308	17671
231	5322	17617
232	5334	17561
233	5347	17503
234	5360	17448
235	5377	17407
236	5389	17351
237	5402	17296
238	5416	17247
239	5429	17193
240	5443	17143
241	5468	17127
242	5483	17082
243	5497	17033
244	5513	16989
245	5527	16941
246	5540	16892
247	5563	16868
248	5577	16821
249	5595	16786
250	5610	16741
251	5627	16702
252	5642	16659
253	5656	16614
254	5675	16580
255	5691	16539
256	5724	16549
257	5745	16522
258	5761	16484
259	5775	16439
260	5790	16393
261	5804	16350
262	5819	16306
263	5835	16269
264	5852	16231
265	5865	16186
266	5883	16151
267	5897	16107
268	5914	16072
269	5931	16036
270	5946	15995
271	5962	15958
272	5978	15919
273	5994	15884
274	6011	15847
275	6026	15807
276	6043	15774
277	6059	15738
278	6083	15719
279	6099	15684
280	6114	15646
281	6131	15612
282	6147	15574
283	6163	15538
284	6181	15507
285	6195	15466
286	6212	15434
287	6228	15397
288	6245	15364
289	6277	15368
290	6293	15332
291	6310	15301
292	6327	15268
293	6343	15231
294	6357	15193
295	6376	15165
296	6392	15130
297	6411	15103
298	6426	15066
299	6441	15031
300	6456	14994
301	6473	14961
302	6487	14924
303	6505	14893
304	6520	14858
305	6539	14831
306	6554	14794
307	6568	14757
308	6586	14728
309	6603	14698
310	6618	14662
311	6633	14626
312	6648	14591
313	6668	14569
314	6685	14537
315	6706	14516
316	6722	14483
317	6743	14461
318	6760	14432
319	6775	14397
320	6810	14405
321	6826	14372
322	6842	14341
323	6857	14307
324	6879	14288
325	6893	14253
326	6914	14230
327	6930	14198
328	6948	14172
329	6964	14139
330	6979	14106
331	6995	14075
332	7011	14044
333	7029	14017
334	7045	13986
335	7066	13965
336	7082	13934
337	7098	13902
338	7123	13890
339	7138	13856
340	7154	13826
341	7170	13796
342	7185	13763
343	7207	13743
344	7223	13713
345	7244	13692
346	7260	13663
347	7279	13639
348	7296	13610
349	7312	13580
350	7329	13552
351	7344	13520
352	7366	13501
353	7382	13471
354	7408	13460
355	7423	13429
356	7438	13397
357	7474	13404
358	7490	13374
359	7506	13344
360	7526	13321
361	7542	13293
362	7565	13276
363	7584	13252
364	7608	13236
365	7625	13209
366	7645	13186
367	7664	13162
368	7688	13148
369	7705	13120
370	7725	13098
371	7743	13072
372	7760	13044
373	7787	13034
374	7803	13006
375	7820	12978
376	7835	12949
377	7858	12931
378	7873	12901
379	7891	12875
380	7911	12853
381	7926	12823
382	7949	12805
383	7964	12775
384	7980	12748
385	7998	12722
386	8020	12703
387	8039	12681
388	8064	12666
389	8081	12639
390	8096	12611
391	8136	12620
392	8154	12594
393	8170	12566
394	8192	12547
395	8211	12524
396	8232	12503
397	8249	12477
398	8271	12458
399	8287	12431
400	8304	12404
401	8319	12375
402	8336	12348
403	8359	12332
404	8375	12304
405	8399	12289
406	8415	12261
407	8442	12249
408	8457	12220
409	8474	12195
410	8492	12170
411	8513	12149
412	8531	12125
413	8553	12107
414	8572	12083
415	8593	12063
416	8611	12039
417	8627	12011
418	8644	11986
419	8661	11961
420	8684	11943
421	8700	11916
422	8723	11899
423	8741	11874
424	8757	11848
425	8788	11841
426	8806	11817
427	8822	11791
428	8847	11775
429	8863	11748
430	8887	11733
431	8904	11707
432	8928	11691
433	8945	11665
434	8981	11665
435	9001	11644
436	9018	11619
437	9035	11593
438	9055	11572
439	9072	11547
440	9094	11527
441	9111	11502
442	9132	11482
443	9150	11458
444	9166	11432
445	9184	11408
446	9199	11381
447	9220	11360
448	9237	11335
449	9256	11313
450	9275	11290
451	9297	11271
452	9316	11249
453	9331	11223
454	9348	11197
455	9365	11172
456	9385	11151
457	9401	11125
458	9422	11105
459	9438	11080
460	9459	11060
461	9477	11036
462	9492	11010
463	9510	10986
464	9527	10961
465	9545	10938
466	9563	10914
467	9584	10894
468	9599	10868
469	9624	10853
470	9643	10830
471	9659	10805
472	9675	10779
473	9691	10754
474	9727	10751
475	9742	10724
476	9763	10705
477	9779	10679
478	9797	10656
479	9825	10644
480	9873	10653
481	9891	10629
482	9910	10608
483	9927	10583
484	9951	10566
485	9966	10541
486	9981	10514
487	9999	10491
488	10015	10465
489	10029	10439
490	10048	10416
491	10064	10392
492	10083	10369
493	10098	10343
494	10113	10317
495	10134	10297
496	10149	10271
497	10165	10246
498	10180	10221
499	10202	10202
500	10217	10176
501	10232	10150
502	10252	10129
503	10267	10104
504	10293	10089
505	10308	10063
506	10324	10039
507	10342	10016
508	10356	9990
509	10375	9968
510	10391	9944
511	10409	9921
512	10423	9895
513	10439	9870
514	10473	9863
515	10497	9846
516	10513	9821
517	10531	9799
518	10547	9775
519	10569	9756
520	10585	9732
521	10618	9723
522	10633	9698
523	10649	9674
524	10665	9650
525	10680	9625
526	10700	9604
527	10716	9580
528	10731	9554
529	10752	9535
530	10768	9510
531	10783	9486
532	10820	9480
533	10835	9455
534	10858	9438
535	10874	9413
536	10888	9388
537	10913	9371
538	10927	9345
539	10942	9321
540	10957	9296
541	10978	9277
542	10994	9253
543	11010	9229
544	11048	9223
545	11063	9199
546	11081	9177
547	11096	9152
548	11117	9133
549	11133	9109
550	11155	9090
551	11178	9072
552	11205	9057
553	11221	9034
554	11240	9012
555	11255	8988
556	11279	8971
557	11295	8947
558	11316	8927
559	11331	8903
560	11347	8879
561	11363	8856
562	11379	8832
563	11402	8814
564	11417	8790
565	11440	8772
566	11455	8748
567	11480	8731
568	11496	8708
569	11515	8687
570	11532	8664
571	11548	8640
572	11570	8621
573	11585	8598
574	11609	8580
575	11625	8557
576	11642	8534
577	11661	8513
578	11676	8490
579	11701	8473
580	11717	8450
581	11744	8434
582	11760	8411
583	11800	8405
584	11820	8385
585	11836	8362
586	11861	8345
587	11876	8321
588	11901	8304
589	11917	8281
590	11940	8263
591	11956	8240
592	11973	8217
593	11992	8197
594	12009	8174
595	12030	8155
596	12046	8131
597	12068	8112
598	12085	8090
599	12110	8073
600	12126	8050
601	12141	8027
602	12159	8005
603	12180	7985
604	12195	7962
605	12218	7943
606	12234	7921
607	12249	7897
608	12272	7879
609	12287	7855
610	12303	7833
611	12321	7811
612	12336	7788
613	12356	7768
614	12374	7746
615	12396	7727
616	12414	7706
617	12442	7691
618	12458	7668
619	12473	7645
620	12578	7676
621	12625	7672
622	12643	7651
623	12660	7629
624	12698	7619
625	12722	7601
626	12740	7579
627	12776	7568
628	12793	7545
629	12825	7532
630	12846	7512
631	12863	7490
632	12884	7470
633	12901	7447
634	12921	7427
635	12938	7404
636	12955	7382
637	12971	7360
638	12987	7337
639	13002	7314
640	13027	7296
641	13050	7277
642	13067	7255
643	13103	7243
644	13120	7221
645	13136	7198
646	13170	7185
647	13186	7162
648	13202	7140
649	13224	7120
650	13239	7097
651	13261	7078
652	13276	7055
653	13292	7032
654	13309	7010
655	13326	6988
656	13352	6970
657	13367	6947
658	13383	6925
659	13398	6902
660	13422	6883
661	13437	6860
662	13462	6843
663	13479	6821
664	13497	6799
665	13513	6776
666	13528	6754
667	13551	6735
668	13568	6713
669	13591	6694
670	13606	6671
671	13622	6649
672	13644	6629
673	13659	6606
674	13675	6584
675	13692	6562
676	13716	6544
677	13737	6524
678	13755	6502
679	13771	6480
680	13793	6461
681	13811	6439
682	13833	6420
683	13851	6399
684	13890	6387
685	13906	6365
686	13922	6343
687	13938	6320
688	13962	6302
689	13978	6279
690	14000	6260
691	14017	6238
692	14040	6220
693	14056	6198
694	14073	6176
695	14107	6161
696	14129	6142
697	14145	6120
698	14165	6100
699	14183	6078
700	14210	6061
701	14224	6038
702	14239	6015
703	14255	5993
704	14270	5971
705	14297	5953
706	14314	5932
707	14336	5912
708	14377	5900
709	14394	5879
710	14411	5857
711	14427	5835
712	14451	5817
713	14467	5795
714	14489	5775
715	14505	5753
716	14541	5739
717	14559	5718
718	14582	5699
719	14598	5677
720	14621	5658
721	14638	5636
722	14664	5618
723	14681	5596
724	14707	5578
725	14724	5557
726	14739	5535
727	14756	5513
728	14778	5493
729	14795	5472
730	14819	5453
731	14837	5432
732	14869	5416
733	14884	5394
734	14900	5372
735	14917	5350
736	14935	5329
737	14958	5310
738	14974	5288
739	14998	5269
740	15014	5247
741	15036	5228
742	15054	5207
743	15070	5185
744	15086	5163
745	15110	5144
746	15128	5123
747	15150	5104
748	15168	5083
749	15198	5066
750	15216	5045
751	15233	5023
752	15252	5003
753	15268	4981
754	15292	4962
755	15308	4940
756	15333	4922
757	15349	4900
758	15375	4881
759	15391	4860
760	15405	4838
761	15420	4816
762	15443	4796
763	15461	4775
764	15488	4757
765	15504	4736
766	15523	4715
767	15541	4694
768	15557	4673
769	15582	4654
770	15598	4633
771	15614	4611
772	15631	4590
773	15650	4569
774	15665	4548
775	15684	4527
776	15701	4506
777	15716	4484
778	15736	4464
779	15751	4442
780	15768	4421
781	15783	4400
782	15800	4379
783	15818	4358
784	15834	4336
785	15851	4315
786	15868	4294
787	15885	4273
788	15904	4253
789	15919	4231
790	15935	4210
791	15951	4189
792	15966	4167
793	15984	4147
794	16001	4126
795	16019	4105
796	16036	4084
797	16053	4063
798	16070	4042
799	16085	4021
800	16101	4000
801	16119	3979
802	16136	3958
803	16151	3937
804	16166	3916
805	16182	3895
806	16199	3874
807	16214	3853
808	16237	3833
809	16252	3812
810	16268	3791
811	16283	3770
812	16298	3748
813	16316	3728
814	16331	3707
815	16349	3686
816	16364	3665
817	16380	3644
818	16397	3623
819	16413	3602
820	16427	3581
821	16443	3560
822	16458	3539
823	16474	3518
824	16491	3498
825	16506	3477
826	16521	3456
827	16537	3435
828	16556	3415
829	16572	3394
830	16586	3373
831	16603	3352
832	16648	3337
833	16669	3317
834	16686	3297
835	16702	3276
836	16717	3255
837	16732	3234
838	16746	3213
839	16762	3192
840	16778	3172
841	16794	3151
842	16810	3130
843	16823	3109
844	16841	3089
845	16857	3068
846	16874	3048
847	16898	3029
848	16913	3008
849	16928	2987
850	16942	2966
851	16957	2945
852	16975	2925
853	16992	2904
854	17008	2884
855	17023	2863
856	17039	2843
857	17055	2822
858	17071	2802
859	17086	2781
860	17101	2760
861	17115	2740
862	17138	2720
863	17153	2700
864	17167	2679
865	17183	2658
866	17200	2638
867	17218	2618
868	17232	2597
869	17247	2577
870	17269	2557
871	17283	2537
872	17299	2516
873	17314	2496
874	17332	2476
875	17349	2455
876	17364	2435
877	17381	2415
878	17399	2395
879	17416	2374
880	17430	2354
881	17446	2334
882	17462	2313
883	17478	2293
884	17494	2273
885	17516	2253
886	17533	2233
887	17551	2213
888	17567	2193
889	17590	2174
890	17605	2153
891	17628	2134
892	17642	2113
893	17665	2094
894	17691	2075
895	17705	2055
896	17720	2034
897	17735	2014
898	17753	1994
899	17769	1974
900	17786	1954
901	17801	1934
902	17817	1913
903	17834	1893
904	17850	1873
905	17864	1853
906	17880	1833
907	17895	1813
908	17913	1793
909	17929	1773
910	17944	1753
911	17964	1733
912	17981	1713
913	18000	1693
914	18018	1673
915	18033	1653
916	18048	1633
917	18063	1613
918	18081	1593
919	18097	1573
920	18115	1553
921	18130	1533
922	18146	1513
923	18164	1494
924	18180	1474
925	18194	1453
926	18210	1434
927	18224	1413
928	18243	1394
929	18259	1374
930	18274	1354
931	18294	1334
932	18309	1314
933	18336	1295
934	18352	1275
935	18367	1255
936	18383	1236
937	18401	1216
938	18417	1196
939	18431	1176
940	18449	1156
941	18466	1137
942	18483	1117
943	18501	1097
944	18516	1077
945	18532	1057
946	18548	1038
947	18564	1018
948	18582	998
949	18598	978
950	18618	959
951	18632	939
952	18653	919
953	18671	900
954	18686	880
955	18702	860
956	18720	841
957	18737	821
958	18753	801
959	18771	782
960	18789	762
961	18805	742
962	18829	723
963	18845	703
964	18863	684
965	18879	664
966	18894	644
967	18915	625
968	18932	605
969	18954	586
970	18970	566
971	18997	547
972	19013	527
973	19029	507
974	19047	488
975	19066	468
976	19083	449
977	19105	429
978	19121	410
979	19163	391
980	19181	371
981	19198	351
982	19216	332
983	19238	312
984	19255	293
985	19277	273
986	19298	254
987	19327	234
988	19347	215
989	19366	195
990	19382	176
991	19405	156
992	19421	136
993	19443	117
994	19459	97
995	19475	78
996	19497	58
997	19513	39
998	19531	19
999	19550	0
